2023-05-23 01:48:07 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:07 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:08 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:08 install libssh2-1:amd64 <none> 1.9.0-2
2023-05-23 01:48:08 status half-installed libssh2-1:amd64 1.9.0-2
2023-05-23 01:48:08 status unpacked libssh2-1:amd64 1.9.0-2
2023-05-23 01:48:08 install libcurl4:amd64 <none> 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 status half-installed libcurl4:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 status unpacked libcurl4:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 install curl:amd64 <none> 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 status half-installed curl:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 status unpacked curl:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:08 install libassuan0:amd64 <none> 2.5.3-7.1
2023-05-23 01:48:08 status half-installed libassuan0:amd64 2.5.3-7.1
2023-05-23 01:48:08 status unpacked libassuan0:amd64 2.5.3-7.1
2023-05-23 01:48:08 install gpgconf:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpgconf:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gpgconf:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install libksba8:amd64 <none> 1.5.0-3+deb11u2
2023-05-23 01:48:08 status half-installed libksba8:amd64 1.5.0-3+deb11u2
2023-05-23 01:48:08 status unpacked libksba8:amd64 1.5.0-3+deb11u2
2023-05-23 01:48:08 install libnpth0:amd64 <none> 1.6-3
2023-05-23 01:48:08 status half-installed libnpth0:amd64 1.6-3
2023-05-23 01:48:08 status unpacked libnpth0:amd64 1.6-3
2023-05-23 01:48:08 install dirmngr:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed dirmngr:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked dirmngr:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install gnupg-l10n:all <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gnupg-l10n:all 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gnupg-l10n:all 2.2.27-2+deb11u2
2023-05-23 01:48:08 install gnupg-utils:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gnupg-utils:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gnupg-utils:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install libsqlite3-0:amd64 <none> 3.34.1-3
2023-05-23 01:48:08 status half-installed libsqlite3-0:amd64 3.34.1-3
2023-05-23 01:48:08 status unpacked libsqlite3-0:amd64 3.34.1-3
2023-05-23 01:48:08 install gpg:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpg:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gpg:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install libncursesw6:amd64 <none> 6.2+20201114-2+deb11u1
2023-05-23 01:48:08 status half-installed libncursesw6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:08 status unpacked libncursesw6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:08 install pinentry-curses:amd64 <none> 1.1.0-4
2023-05-23 01:48:08 status half-installed pinentry-curses:amd64 1.1.0-4
2023-05-23 01:48:08 status unpacked pinentry-curses:amd64 1.1.0-4
2023-05-23 01:48:08 install gpg-agent:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpg-agent:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gpg-agent:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install gpg-wks-client:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpg-wks-client:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gpg-wks-client:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install gpg-wks-server:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpg-wks-server:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 status unpacked gpg-wks-server:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:08 install gpgsm:amd64 <none> 2.2.27-2+deb11u2
2023-05-23 01:48:08 status half-installed gpgsm:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:09 status unpacked gpgsm:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:09 install gnupg:all <none> 2.2.27-2+deb11u2
2023-05-23 01:48:09 status half-installed gnupg:all 2.2.27-2+deb11u2
2023-05-23 01:48:09 status unpacked gnupg:all 2.2.27-2+deb11u2
2023-05-23 01:48:09 startup packages configure
2023-05-23 01:48:09 configure libksba8:amd64 1.5.0-3+deb11u2 <none>
2023-05-23 01:48:09 status unpacked libksba8:amd64 1.5.0-3+deb11u2
2023-05-23 01:48:09 status half-configured libksba8:amd64 1.5.0-3+deb11u2
2023-05-23 01:48:09 status installed libksba8:amd64 1.5.0-3+deb11u2
2023-05-23 01:48:09 configure libpsl5:amd64 0.21.0-1.2 <none>
2023-05-23 01:48:09 status unpacked libpsl5:amd64 0.21.0-1.2
2023-05-23 01:48:09 status half-configured libpsl5:amd64 0.21.0-1.2
2023-05-23 01:48:09 status installed libpsl5:amd64 0.21.0-1.2
2023-05-23 01:48:09 configure wget:amd64 1.21-1+deb11u1 <none>
2023-05-23 01:48:09 status unpacked wget:amd64 1.21-1+deb11u1
2023-05-23 01:48:09 status half-configured wget:amd64 1.21-1+deb11u1
2023-05-23 01:48:09 status installed wget:amd64 1.21-1+deb11u1
2023-05-23 01:48:09 configure libbrotli1:amd64 1.0.9-2+b2 <none>
2023-05-23 01:48:09 status unpacked libbrotli1:amd64 1.0.9-2+b2
2023-05-23 01:48:09 status half-configured libbrotli1:amd64 1.0.9-2+b2
2023-05-23 01:48:09 status installed libbrotli1:amd64 1.0.9-2+b2
2023-05-23 01:48:09 configure libsqlite3-0:amd64 3.34.1-3 <none>
2023-05-23 01:48:09 status unpacked libsqlite3-0:amd64 3.34.1-3
2023-05-23 01:48:09 status half-configured libsqlite3-0:amd64 3.34.1-3
2023-05-23 01:48:09 status installed libsqlite3-0:amd64 3.34.1-3
2023-05-23 01:48:09 configure libnghttp2-14:amd64 1.43.0-1 <none>
2023-05-23 01:48:09 status unpacked libnghttp2-14:amd64 1.43.0-1
2023-05-23 01:48:09 status half-configured libnghttp2-14:amd64 1.43.0-1
2023-05-23 01:48:09 status installed libnghttp2-14:amd64 1.43.0-1
2023-05-23 01:48:09 configure libnpth0:amd64 1.6-3 <none>
2023-05-23 01:48:09 status unpacked libnpth0:amd64 1.6-3
2023-05-23 01:48:09 status half-configured libnpth0:amd64 1.6-3
2023-05-23 01:48:09 status installed libnpth0:amd64 1.6-3
2023-05-23 01:48:09 configure libassuan0:amd64 2.5.3-7.1 <none>
2023-05-23 01:48:09 status unpacked libassuan0:amd64 2.5.3-7.1
2023-05-23 01:48:09 status half-configured libassuan0:amd64 2.5.3-7.1
2023-05-23 01:48:09 status installed libassuan0:amd64 2.5.3-7.1
2023-05-23 01:48:09 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-05-23 01:48:09 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 configure gnupg-l10n:all 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:09 status unpacked gnupg-l10n:all 2.2.27-2+deb11u2
2023-05-23 01:48:09 status half-configured gnupg-l10n:all 2.2.27-2+deb11u2
2023-05-23 01:48:09 status installed gnupg-l10n:all 2.2.27-2+deb11u2
2023-05-23 01:48:09 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2023-05-23 01:48:09 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:09 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:09 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-05-23 01:48:09 configure libncursesw6:amd64 6.2+20201114-2+deb11u1 <none>
2023-05-23 01:48:09 status unpacked libncursesw6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:09 status half-configured libncursesw6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:09 status installed libncursesw6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:09 configure libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-05-23 01:48:09 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 status installed libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-05-23 01:48:09 configure libssh2-1:amd64 1.9.0-2 <none>
2023-05-23 01:48:09 status unpacked libssh2-1:amd64 1.9.0-2
2023-05-23 01:48:09 status half-configured libssh2-1:amd64 1.9.0-2
2023-05-23 01:48:09 status installed libssh2-1:amd64 1.9.0-2
2023-05-23 01:48:09 configure netbase:all 6.3 <none>
2023-05-23 01:48:09 status unpacked netbase:all 6.3
2023-05-23 01:48:09 status half-configured netbase:all 6.3
2023-05-23 01:48:09 status installed netbase:all 6.3
2023-05-23 01:48:09 configure openssl:amd64 1.1.1n-0+deb11u4 <none>
2023-05-23 01:48:09 status unpacked openssl:amd64 1.1.1n-0+deb11u4
2023-05-23 01:48:09 status half-configured openssl:amd64 1.1.1n-0+deb11u4
2023-05-23 01:48:09 status installed openssl:amd64 1.1.1n-0+deb11u4
2023-05-23 01:48:09 configure readline-common:all 8.1-1 <none>
2023-05-23 01:48:09 status unpacked readline-common:all 8.1-1
2023-05-23 01:48:09 status half-configured readline-common:all 8.1-1
2023-05-23 01:48:09 status installed readline-common:all 8.1-1
2023-05-23 01:48:09 configure pinentry-curses:amd64 1.1.0-4 <none>
2023-05-23 01:48:09 status unpacked pinentry-curses:amd64 1.1.0-4
2023-05-23 01:48:09 status half-configured pinentry-curses:amd64 1.1.0-4
2023-05-23 01:48:09 status installed pinentry-curses:amd64 1.1.0-4
2023-05-23 01:48:09 configure libreadline8:amd64 8.1-1 <none>
2023-05-23 01:48:09 status unpacked libreadline8:amd64 8.1-1
2023-05-23 01:48:09 status half-configured libreadline8:amd64 8.1-1
2023-05-23 01:48:09 status installed libreadline8:amd64 8.1-1
2023-05-23 01:48:09 configure libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1 <none>
2023-05-23 01:48:09 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-05-23 01:48:09 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-05-23 01:48:09 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-05-23 01:48:09 configure ca-certificates:all 20210119 <none>
2023-05-23 01:48:09 status unpacked ca-certificates:all 20210119
2023-05-23 01:48:09 status half-configured ca-certificates:all 20210119
2023-05-23 01:48:10 status installed ca-certificates:all 20210119
2023-05-23 01:48:10 status triggers-pending ca-certificates:all 20210119
2023-05-23 01:48:10 configure gpgconf:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpgconf:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpgconf:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpgconf:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure libcurl4:amd64 7.74.0-1.3+deb11u7 <none>
2023-05-23 01:48:10 status unpacked libcurl4:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 status half-configured libcurl4:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 status installed libcurl4:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 configure curl:amd64 7.74.0-1.3+deb11u7 <none>
2023-05-23 01:48:10 status unpacked curl:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 status half-configured curl:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 status installed curl:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:10 configure gpg:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpg:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpg:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpg:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gnupg-utils:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gnupg-utils:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gnupg-utils:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gnupg-utils:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gpg-agent:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpg-agent:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpg-agent:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpg-agent:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gpgsm:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpgsm:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpgsm:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpgsm:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure dirmngr:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked dirmngr:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured dirmngr:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed dirmngr:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gpg-wks-server:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpg-wks-server:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpg-wks-server:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpg-wks-server:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gpg-wks-client:amd64 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gpg-wks-client:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gpg-wks-client:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gpg-wks-client:amd64 2.2.27-2+deb11u2
2023-05-23 01:48:10 configure gnupg:all 2.2.27-2+deb11u2 <none>
2023-05-23 01:48:10 status unpacked gnupg:all 2.2.27-2+deb11u2
2023-05-23 01:48:10 status half-configured gnupg:all 2.2.27-2+deb11u2
2023-05-23 01:48:10 status installed gnupg:all 2.2.27-2+deb11u2
2023-05-23 01:48:10 trigproc libc-bin:amd64 2.31-13+deb11u6 <none>
2023-05-23 01:48:10 status half-configured libc-bin:amd64 2.31-13+deb11u6
2023-05-23 01:48:10 status installed libc-bin:amd64 2.31-13+deb11u6
2023-05-23 01:48:10 trigproc ca-certificates:all 20210119 <none>
2023-05-23 01:48:10 status half-configured ca-certificates:all 20210119
2023-05-23 01:48:11 status installed ca-certificates:all 20210119
2023-05-23 01:48:21 startup archives unpack
2023-05-23 01:48:21 install perl-modules-5.32:all <none> 5.32.1-4+deb11u2
2023-05-23 01:48:21 status half-installed perl-modules-5.32:all 5.32.1-4+deb11u2
2023-05-23 01:48:21 status unpacked perl-modules-5.32:all 5.32.1-4+deb11u2
2023-05-23 01:48:21 install libgdbm6:amd64 <none> 1.19-2
2023-05-23 01:48:21 status triggers-pending libc-bin:amd64 2.31-13+deb11u6
2023-05-23 01:48:21 status half-installed libgdbm6:amd64 1.19-2
2023-05-23 01:48:21 status unpacked libgdbm6:amd64 1.19-2
2023-05-23 01:48:21 install libgdbm-compat4:amd64 <none> 1.19-2
2023-05-23 01:48:21 status half-installed libgdbm-compat4:amd64 1.19-2
2023-05-23 01:48:21 status unpacked libgdbm-compat4:amd64 1.19-2
2023-05-23 01:48:21 install libperl5.32:amd64 <none> 5.32.1-4+deb11u2
2023-05-23 01:48:21 status half-installed libperl5.32:amd64 5.32.1-4+deb11u2
2023-05-23 01:48:21 status unpacked libperl5.32:amd64 5.32.1-4+deb11u2
2023-05-23 01:48:21 install perl:amd64 <none> 5.32.1-4+deb11u2
2023-05-23 01:48:21 status half-installed perl:amd64 5.32.1-4+deb11u2
2023-05-23 01:48:21 status unpacked perl:amd64 5.32.1-4+deb11u2
2023-05-23 01:48:22 install libpython3.9-minimal:amd64 <none> 3.9.2-1
2023-05-23 01:48:22 status half-installed libpython3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status unpacked libpython3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 install libexpat1:amd64 <none> 2.2.10-2+deb11u5
2023-05-23 01:48:22 status half-installed libexpat1:amd64 2.2.10-2+deb11u5
2023-05-23 01:48:22 status unpacked libexpat1:amd64 2.2.10-2+deb11u5
2023-05-23 01:48:22 install python3.9-minimal:amd64 <none> 3.9.2-1
2023-05-23 01:48:22 status half-installed python3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status unpacked python3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 startup packages configure
2023-05-23 01:48:22 configure libpython3.9-minimal:amd64 3.9.2-1 <none>
2023-05-23 01:48:22 status unpacked libpython3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status half-configured libpython3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status installed libpython3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 configure libexpat1:amd64 2.2.10-2+deb11u5 <none>
2023-05-23 01:48:22 status unpacked libexpat1:amd64 2.2.10-2+deb11u5
2023-05-23 01:48:22 status half-configured libexpat1:amd64 2.2.10-2+deb11u5
2023-05-23 01:48:22 status installed libexpat1:amd64 2.2.10-2+deb11u5
2023-05-23 01:48:22 configure python3.9-minimal:amd64 3.9.2-1 <none>
2023-05-23 01:48:22 status unpacked python3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status half-configured python3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 status installed python3.9-minimal:amd64 3.9.2-1
2023-05-23 01:48:22 startup archives unpack
2023-05-23 01:48:22 install python3-minimal:amd64 <none> 3.9.2-3
2023-05-23 01:48:22 status half-installed python3-minimal:amd64 3.9.2-3
2023-05-23 01:48:22 status unpacked python3-minimal:amd64 3.9.2-3
2023-05-23 01:48:22 install media-types:all <none> 4.0.0
2023-05-23 01:48:23 status half-installed media-types:all 4.0.0
2023-05-23 01:48:23 status unpacked media-types:all 4.0.0
2023-05-23 01:48:23 install libmpdec3:amd64 <none> 2.5.1-1
2023-05-23 01:48:23 status half-installed libmpdec3:amd64 2.5.1-1
2023-05-23 01:48:23 status unpacked libmpdec3:amd64 2.5.1-1
2023-05-23 01:48:23 install libpython3.9-stdlib:amd64 <none> 3.9.2-1
2023-05-23 01:48:23 status half-installed libpython3.9-stdlib:amd64 3.9.2-1
2023-05-23 01:48:23 status unpacked libpython3.9-stdlib:amd64 3.9.2-1
2023-05-23 01:48:23 install python3.9:amd64 <none> 3.9.2-1
2023-05-23 01:48:23 status half-installed python3.9:amd64 3.9.2-1
2023-05-23 01:48:23 status unpacked python3.9:amd64 3.9.2-1
2023-05-23 01:48:23 install libpython3-stdlib:amd64 <none> 3.9.2-3
2023-05-23 01:48:23 status half-installed libpython3-stdlib:amd64 3.9.2-3
2023-05-23 01:48:23 status unpacked libpython3-stdlib:amd64 3.9.2-3
2023-05-23 01:48:23 startup packages configure
2023-05-23 01:48:23 configure python3-minimal:amd64 3.9.2-3 <none>
2023-05-23 01:48:23 status unpacked python3-minimal:amd64 3.9.2-3
2023-05-23 01:48:23 status half-configured python3-minimal:amd64 3.9.2-3
2023-05-23 01:48:23 status installed python3-minimal:amd64 3.9.2-3
2023-05-23 01:48:23 startup archives unpack
2023-05-23 01:48:23 install python3:amd64 <none> 3.9.2-3
2023-05-23 01:48:23 status half-installed python3:amd64 3.9.2-3
2023-05-23 01:48:23 status unpacked python3:amd64 3.9.2-3
2023-05-23 01:48:23 install libncurses6:amd64 <none> 6.2+20201114-2+deb11u1
2023-05-23 01:48:23 status half-installed libncurses6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:23 status unpacked libncurses6:amd64 6.2+20201114-2+deb11u1
2023-05-23 01:48:23 install libprocps8:amd64 <none> 2:3.3.17-5
2023-05-23 01:48:23 status half-installed libprocps8:amd64 2:3.3.17-5
2023-05-23 01:48:23 status unpacked libprocps8:amd64 2:3.3.17-5
2023-05-23 01:48:23 install procps:amd64 <none> 2:3.3.17-5
2023-05-23 01:48:23 status half-installed procps:amd64 2:3.3.17-5
2023-05-23 01:48:23 status unpacked procps:amd64 2:3.3.17-5
2023-05-23 01:48:23 install sensible-utils:all <none> 0.0.14
2023-05-23 01:48:23 status half-installed sensible-utils:all 0.0.14
2023-05-23 01:48:23 status unpacked sensible-utils:all 0.0.14
2023-05-23 01:48:23 install libmd0:amd64 <none> 1.0.3-3
2023-05-23 01:48:23 status half-installed libmd0:amd64 1.0.3-3
2023-05-23 01:48:23 status unpacked libmd0:amd64 1.0.3-3
2023-05-23 01:48:23 install libbsd0:amd64 <none> 0.11.3-1
2023-05-23 01:48:23 status half-installed libbsd0:amd64 0.11.3-1
2023-05-23 01:48:23 status unpacked libbsd0:amd64 0.11.3-1
2023-05-23 01:48:23 install libedit2:amd64 <none> 3.1-20191231-2+b1
2023-05-23 01:48:23 status half-installed libedit2:amd64 3.1-20191231-2+b1
2023-05-23 01:48:23 status unpacked libedit2:amd64 3.1-20191231-2+b1
2023-05-23 01:48:23 install libcbor0:amd64 <none> 0.5.0+dfsg-2
2023-05-23 01:48:23 status half-installed libcbor0:amd64 0.5.0+dfsg-2
2023-05-23 01:48:23 status unpacked libcbor0:amd64 0.5.0+dfsg-2
2023-05-23 01:48:23 install libfido2-1:amd64 <none> 1.6.0-2
2023-05-23 01:48:23 status half-installed libfido2-1:amd64 1.6.0-2
2023-05-23 01:48:23 status unpacked libfido2-1:amd64 1.6.0-2
2023-05-23 01:48:23 install openssh-client:amd64 <none> 1:8.4p1-5+deb11u1
2023-05-23 01:48:23 status half-installed openssh-client:amd64 1:8.4p1-5+deb11u1
2023-05-23 01:48:24 status unpacked openssh-client:amd64 1:8.4p1-5+deb11u1
2023-05-23 01:48:24 install ucf:all <none> 3.0043
2023-05-23 01:48:24 status half-installed ucf:all 3.0043
2023-05-23 01:48:24 status unpacked ucf:all 3.0043
2023-05-23 01:48:24 install libcurl3-gnutls:amd64 <none> 7.74.0-1.3+deb11u7
2023-05-23 01:48:24 status half-installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:24 status unpacked libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-05-23 01:48:24 install liberror-perl:all <none> 0.17029-1
2023-05-23 01:48:24 status half-installed liberror-perl:all 0.17029-1
2023-05-23 01:48:24 status unpacked liberror-perl:all 0.17029-1
2023-05-23 01:48:24 install git-man:all <none> 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 status half-installed git-man:all 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 status unpacked git-man:all 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 install git:amd64 <none> 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 status half-installed git:amd64 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 status unpacked git:amd64 1:2.30.2-1+deb11u2
2023-05-23 01:48:24 install libapr1:amd64 <none> 1.7.0-6+deb11u2
2023-05-23 01:48:24 status half-installed libapr1:amd64 1.7.0-6+deb11u2
2023-05-23 01:48:24 status unpacked libapr1:amd64 1.7.0-6+deb11u2
2023-05-23 01:48:24 install libaprutil1:amd64 <none> 1.6.1-5+deb11u1
2023-05-23 01:48:24 status half-installed libaprutil1:amd64 1.6.1-5+deb11u1
2023-05-23 01:48:24 status unpacked libaprutil1:amd64 1.6.1-5+deb11u1
2023-05-23 01:48:24 install libserf-1-1:amd64 <none> 1.3.9-10
2023-05-23 01:48:24 status half-installed libserf-1-1:amd64 1.3.9-10
